
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003305                       # Number of seconds simulated (Second)
simTicks                                   3304738125                       # Number of ticks simulated (Tick)
finalTick                                  3304738125                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     12.80                       # Real time elapsed on the host (Second)
hostTickRate                                258195919                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8628164                       # Number of bytes of host memory used (Byte)
simInsts                                      6972046                       # Number of instructions simulated (Count)
simOps                                       11171467                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   544717                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     872812                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          5287582                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.758397                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.318570                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        12178792                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    17471                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       11874476                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   4359                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1024790                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1768854                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1145                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             5064249                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.344765                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.195001                       # Number of insts issued each cycle (Count)
system.cpu.fetchStats0.branchRate            0.194868                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles      1149923                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst        1005430                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           1005430                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       1005430                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          1005430                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         5616                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            5616                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         5616                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           5616                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    397634873                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    397634873                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    397634873                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    397634873                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      1011046                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       1011046                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      1011046                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      1011046                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.005555                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.005555                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.005555                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.005555                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 70803.930377                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 70803.930377                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 70803.930377                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 70803.930377                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          679                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           15                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      45.266667                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         1316                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          1316                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         1316                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         1316                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         4300                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         4300                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         4300                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         4300                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    306212373                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    306212373                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    306212373                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    306212373                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.004253                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.004253                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.004253                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.004253                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 71212.179767                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 71212.179767                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 71212.179767                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 71212.179767                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   4039                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      1005430                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         1005430                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         5616                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          5616                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    397634873                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    397634873                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      1011046                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      1011046                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.005555                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.005555                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 70803.930377                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 70803.930377                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst         1316                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total         1316                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         4300                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         4300                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    306212373                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    306212373                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.004253                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.004253                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 71212.179767                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 71212.179767                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   3304738125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           254.471186                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               545893                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               4043                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             135.021766                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              108000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   254.471186                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.994028                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.994028                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           98                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           91                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3           67                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            2026391                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           2026391                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   3304738125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     22184                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     817177                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                    24496                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               12196263                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 1169                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  2417066                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 1332324                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  6294                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      8321                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    12435                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           8205                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect           7948                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        13348                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                21296                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 11802794                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                11788298                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   8280898                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  12710659                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.229431                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.651492                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          10000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     1128142                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  166714                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  213                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                8205                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  86140                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   23                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    680                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            2250352                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.980733                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            20.311250                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                2211306     98.26%     98.26% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  432      0.02%     98.28% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                  574      0.03%     98.31% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  626      0.03%     98.34% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 5757      0.26%     98.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  246      0.01%     98.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  211      0.01%     98.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   87      0.00%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                   97      0.00%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  145      0.01%     98.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                894      0.04%     98.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               1049      0.05%     98.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                929      0.04%     98.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1161      0.05%     98.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               3885      0.17%     98.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              11982      0.53%     99.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169               1025      0.05%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               3718      0.17%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                869      0.04%     99.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               3132      0.14%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1267      0.06%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 98      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 20      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                  6      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 18      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 23      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 17      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 44      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 28      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 13      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              693      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              654                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              2250352                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                 2362842                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 1297675                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3349                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       317                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   3304738125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 1011819                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1114                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   3304738125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   3304738125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  22184                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                   947952                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1157853                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          11933                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   1423954                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               1500373                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               12360236                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 21592                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 273947                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  79265                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                 903658                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             187                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            19261369                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    39680599                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 14716464                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    569142                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              17279669                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  1981691                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     780                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 765                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   3485239                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         16300358                       # The number of ROB reads (Count)
system.cpu.rob.writes                        24530842                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  6972046                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   11171467                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    69                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       625                       # Clock period in ticks (Tick)
system.cpu_clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp                17999                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           4608                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              24808                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  4                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 4                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                2852                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               2852                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           18000                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        12631                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        48640                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    61271                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       274688                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1259648                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1534336                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              9856                       # Total snoops (Count)
system.l2bus.snoopTraffic                       95040                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               30705                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.016512                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.127436                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     30198     98.35%     98.35% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       507      1.65%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 30705                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   3304738125                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             64350375                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy            12907869                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            49673986                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           40423                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        19571                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           30                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               473                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          473                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              1761                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              5194                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 6955                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             1761                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             5194                       # number of overall hits (Count)
system.l2cache.overallHits::total                6955                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2532                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           11358                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              13890                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2532                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          11358                       # number of overall misses (Count)
system.l2cache.overallMisses::total             13890                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    257124125                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   1189601375                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    1446725500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    257124125                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   1189601375                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   1446725500                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          4293                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         16552                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            20845                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         4293                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        16552                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           20845                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.589797                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.686201                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.666347                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.589797                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.686201                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.666347                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 101549.812401                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 104736.870488                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 104155.903528                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 101549.812401                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 104736.870488                       # average overall miss latency ((Tick/Count))
