
---------- Begin Simulation Statistics ----------
simSeconds                                   0.017387                       # Number of seconds simulated (Second)
simTicks                                  17387173125                       # Number of ticks simulated (Tick)
finalTick                                 17387173125                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     86.00                       # Real time elapsed on the host (Second)
hostTickRate                                202177976                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8628164                       # Number of bytes of host memory used (Byte)
simInsts                                     53845168                       # Number of instructions simulated (Count)
simOps                                       82313115                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   626111                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     957136                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         27819478                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.516657                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.935520                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        83869827                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    52350                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       83426257                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3775                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1609056                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2809520                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2232                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            27587750                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.024033                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.043853                       # Number of insts issued each cycle (Count)
system.cpu.fetch.nisnDist::7                   174213      0.63%     77.13% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  6309269     22.87%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             27587750                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts              55351351                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.989662                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches            6196594                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.222743                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles      8027953                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst        7863552                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           7863552                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       7863552                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          7863552                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         5416                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            5416                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         5416                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           5416                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    377811499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    377811499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    377811499                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    377811499                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      7868968                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       7868968                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      7868968                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      7868968                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000688                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000688                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000688                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000688                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 69758.400849                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 69758.400849                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 69758.400849                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 69758.400849                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          412                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            9                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      45.777778                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          907                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           907                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          907                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          907                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         4509                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         4509                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         4509                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         4509                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    307472499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    307472499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    307472499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    307472499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000573                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000573                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000573                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000573                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 68190.840319                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 68190.840319                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 68190.840319                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 68190.840319                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   4240                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      7863552                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         7863552                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         5416                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          5416                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    377811499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    377811499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      7868968                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      7868968                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000688                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000688                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 69758.400849                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 69758.400849                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          907                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          907                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         4509                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         4509                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    307472499                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    307472499                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000573                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000573                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 68190.840319                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 68190.840319                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  17387173125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           255.603235                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              4081367                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               4252                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             959.869944                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              108000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   255.603235                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.998450                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.998450                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           99                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           84                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4           73                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           15742444                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          15742444                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  17387173125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     33423                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     977531                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                    45600                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               83922177                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  812                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 19227875                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                11616386                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 17917                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      8441                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    33249                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          26188                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          15737                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         9510                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                25247                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 83266250                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                83240673                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  54532254                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  81068178                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.992172                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.672672                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          10000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                    12351878                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  313435                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  269                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               26188                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 159587                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   37                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    791                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           18914440                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              2.714724                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             7.041624                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               18873030     99.78%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  419      0.00%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                  542      0.00%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  635      0.00%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 7966      0.04%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  259      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  251      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  137      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  116      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  211      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                784      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               1091      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                984      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1103      0.01%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               3939      0.02%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              11983      0.06%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                913      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               3745      0.02%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                787      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               3236      0.02%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1320      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                107      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 22      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 24      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 16      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 44      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 45      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 50      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 17      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 22      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              642      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              648                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             18914440                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                19115922                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                11548372                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3469                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       409                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  17387173125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 7869688                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1049                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  17387173125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  17387173125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  33423                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  5641410                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1411774                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          11829                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   9025288                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              11464026                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               84152570                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 20547                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 340722                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  52344                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                9435129                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             558                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           110087965                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   252949267                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 99251934                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2782827                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             107305742                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  2782214                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     769                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 757                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  28482575                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        105444675                       # The number of ROB reads (Count)
system.cpu.rob.writes                       168057415                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 53845168                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   82313115                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    70                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       625                       # Clock period in ticks (Tick)
system.cpu_clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp                20325                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           7829                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              26200                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                 11                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                11                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                4018                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               4018                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           20326                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        13244                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        58502                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    71746                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       287680                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1669568                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1957248                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                             10992                       # Total snoops (Count)
system.l2bus.snoopTraffic                      101760                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               35333                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.016161                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.126319                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     34763     98.39%     98.39% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       569      1.61%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         1      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 2                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 35333                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  17387173125                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             80625125                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy            13541742                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            59529237                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           47406                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        23058                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           71                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               492                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          491                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            1                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              1977                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              7373                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 9350                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             1977                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             7373                       # number of overall hits (Count)
system.l2cache.overallHits::total                9350                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2519                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           12461                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              14980                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2519                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          12461                       # number of overall misses (Count)
system.l2cache.overallMisses::total             14980                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    253103750                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   1291436750                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    1544540500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    253103750                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   1291436750                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   1544540500                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          4496                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         19834                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            24330                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         4496                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        19834                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           24330                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.560276                       # miss rate for demand accesses (Ratio)
