
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003249                       # Number of seconds simulated (Second)
simTicks                                   3248731250                       # Number of ticks simulated (Tick)
finalTick                                  3248731250                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     12.61                       # Real time elapsed on the host (Second)
hostTickRate                                257635083                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8627136                       # Number of bytes of host memory used (Byte)
simInsts                                      6972046                       # Number of instructions simulated (Count)
simOps                                       11171467                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   552904                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     885931                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          5197971                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.745545                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.341301                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        12063153                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    17391                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       11788373                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3798                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               909071                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1617028                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1065                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             4984566                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.364975                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.194119                       # Number of insts issued each cycle (Count)
system.cpu.icache.overallMisses::cpu.inst         4073                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           4073                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    335998125                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    335998125                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    335998125                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    335998125                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      1000614                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       1000614                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      1000614                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      1000614                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.004071                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.004071                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.004071                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.004071                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 82494.015468                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 82494.015468                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 82494.015468                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 82494.015468                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          431                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            9                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      47.888889                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          831                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           831                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          831                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          831                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         3242                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         3242                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         3242                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         3242                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    269833250                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    269833250                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    269833250                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    269833250                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.003240                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.003240                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.003240                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.003240                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 83230.490438                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 83230.490438                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 83230.490438                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 83230.490438                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   2974                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst       996541                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total          996541                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         4073                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          4073                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    335998125                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    335998125                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      1000614                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      1000614                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.004071                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.004071                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 82494.015468                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 82494.015468                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          831                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          831                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         3242                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         3242                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    269833250                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    269833250                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.003240                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.003240                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 83230.490438                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 83230.490438                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   3248731250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           254.093421                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               627238                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2985                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             210.129983                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              108000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   254.093421                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.992552                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.992552                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           98                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          104                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3           54                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            4005697                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           4005697                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   3248731250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     18870                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     823120                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                    25169                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               12080544                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  859                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  2400126                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 1324647                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  6265                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      8310                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    13197                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           8173                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect           8011                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         9296                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                17307                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 11725059                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                11711888                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   8227519                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  12647220                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.253165                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.650540                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          10000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     1129399                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  149774                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  147                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                8173                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  78463                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   25                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    760                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            2250352                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.946547                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            20.072737                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                2212363     98.31%     98.31% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  404      0.02%     98.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                  458      0.02%     98.35% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  527      0.02%     98.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 5045      0.22%     98.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  229      0.01%     98.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  164      0.01%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  128      0.01%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  180      0.01%     98.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  136      0.01%     98.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                826      0.04%     98.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               1086      0.05%     98.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                980      0.04%     98.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1176      0.05%     98.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               3865      0.17%     98.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              11936      0.53%     99.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                961      0.04%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               3656      0.16%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                795      0.04%     99.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               3205      0.14%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1260      0.06%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 90      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 24      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 25      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 28      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 47      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 47      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 37      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 24      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 23      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              627      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              639                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              2250352                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                 2351363                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 1292949                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3369                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       374                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   3248731250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 1001328                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1045                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   3248731250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   3248731250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  18870                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                   909868                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1138494                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          11474                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   1404730                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               1501130                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               12220311                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 19777                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 275632                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  81507                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                 902325                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             533                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            19045342                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    39262369                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 14577746                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    550225                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              17279669                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  1765664                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     771                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 758                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   3479305                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         16119029                       # The number of ROB reads (Count)
system.cpu.rob.writes                        24280929                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  6972046                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   11171467                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    69                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       625                       # Clock period in ticks (Tick)
system.cpu_clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp                16033                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           4285                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              22765                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                 11                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                11                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                2762                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               2762                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           16034                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         9443                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        45660                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    55103                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       206528                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1176192                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1382720                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              9560                       # Total snoops (Count)
system.l2bus.snoopTraffic                       94400                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               28353                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.016365                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.127155                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     27890     98.37%     98.37% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       462      1.63%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         1      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 2                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 28353                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   3248731250                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             57721375                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             9737496                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            46679993                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           36311                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        17509                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           32                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               426                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          425                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            1                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               779                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              4389                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 5168                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst              779                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             4389                       # number of overall hits (Count)
system.l2cache.overallHits::total                5168                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2449                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           11165                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              13614                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2449                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          11165                       # number of overall misses (Count)
system.l2cache.overallMisses::total             13614                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    245055750                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   1160213500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    1405269250                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    245055750                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   1160213500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   1405269250                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          3228                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         15554                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            18782                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         3228                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        15554                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           18782                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.758674                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.717822                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.724843                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.758674                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.717822                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.724843                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 100063.597387                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 103915.226153                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 103222.363009                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 100063.597387                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 103915.226153                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 103222.363009                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            1461                       # number of writebacks (Count)
system.l2cache.writebacks::total                 1461                       # number of writebacks (Count)
system.l2cache.demandMshrMisses::cpu.inst         2449                       # number of demand (read+write) MSHR misses (Count)
