
---------- Begin Simulation Statistics ----------
simSeconds                                   0.017372                       # Number of seconds simulated (Second)
simTicks                                  17371601250                       # Number of ticks simulated (Tick)
finalTick                                 17371601250                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     85.98                       # Real time elapsed on the host (Second)
hostTickRate                                202046620                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8628168                       # Number of bytes of host memory used (Byte)
simInsts                                     53845168                       # Number of instructions simulated (Count)
simOps                                       82313115                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   626265                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     957372                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         27794563                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.516194                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.937255                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        83971382                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    52525                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       83498335                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   4706                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1710786                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2957766                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2407                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            27581245                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.027359                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.047690                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMissLatency::total    377043125                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    377043125                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    377043125                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      7877693                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       7877693                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      7877693                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      7877693                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000605                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000605                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000605                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000605                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 79061.254980                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 79061.254980                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 79061.254980                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 79061.254980                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          767                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           15                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      51.133333                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         1288                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          1288                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         1288                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         1288                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         3481                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         3481                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         3481                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         3481                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    285375125                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    285375125                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    285375125                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    285375125                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000442                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000442                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000442                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000442                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 81980.788567                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 81980.788567                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 81980.788567                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 81980.788567                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   3222                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      7872924                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         7872924                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         4769                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          4769                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    377043125                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    377043125                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      7877693                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      7877693                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000605                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000605                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 79061.254980                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 79061.254980                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst         1288                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total         1288                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         3481                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         3481                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    285375125                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    285375125                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000442                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000442                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 81980.788567                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 81980.788567                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  17371601250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           255.756869                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              6208678                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               3224                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            1925.768610                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              108000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   255.756869                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999050                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999050                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           92                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1          111                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4           53                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           31514252                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          31514252                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  17371601250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     36642                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     969671                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                    35983                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               84023907                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 1191                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 19243249                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                11623982                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                 17978                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      7885                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    24531                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          26124                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          15492                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        13963                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                29455                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 83328894                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                83301708                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  54603055                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  81185601                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.997050                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.672571                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          10000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                    12352036                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  328809                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  324                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               26124                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 167183                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   41                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    698                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           18914440                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              2.709698                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             7.004906                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               18874234     99.79%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  425      0.00%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                  615      0.00%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  516      0.00%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 7145      0.04%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  236      0.00%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  239      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  101      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  108      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   89      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                732      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               1049      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                946      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1195      0.01%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               4002      0.02%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              12022      0.06%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                972      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               3539      0.02%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                816      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               3224      0.02%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1294      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 96      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 13      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 25      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 27      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 54      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 46      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 33      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 23      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 10      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              614      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              633                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             18914440                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                19125059                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                11551942                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3366                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       354                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  17371601250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 7878585                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1233                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  17371601250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  17371601250                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  36642                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  5621058                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1402070                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          12154                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   9053126                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              11456195                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               84280456                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 21588                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 333728                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  52861                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                9439938                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             206                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           110279188                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   253325039                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 99378568                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2799453                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             107305742                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  2973437                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     780                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 764                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  28294242                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        105524658                       # The number of ROB reads (Count)
system.cpu.rob.writes                       168275835                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 53845168                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   82313115                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    70                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       625                       # Clock period in ticks (Tick)
system.cpu_clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp                18604                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           7629                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              24492                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  2                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 2                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                3909                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               3909                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           18605                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        10178                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        56079                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    66257                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       222400                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1606976                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1829376                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                             10895                       # Total snoops (Count)
system.l2bus.snoopTraffic                       99712                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               33406                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.014728                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.120463                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     32914     98.53%     98.53% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       492      1.47%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 33406                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  17371601250                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             74999750                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy            10452741                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            57106994                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           43747                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        21233                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           19                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               471                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          471                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               928                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              6679                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 7607                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst              928                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             6679                       # number of overall hits (Count)
system.l2cache.overallHits::total                7607                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2548                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           12354                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              14902                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2548                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          12354                       # number of overall misses (Count)
system.l2cache.overallMisses::total             14902                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    256704625                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   1280011250                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    1536715875                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    256704625                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   1280011250                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   1536715875                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          3476                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         19033                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            22509                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         3476                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        19033                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           22509                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.733026                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.649083                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.662046                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.733026                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.649083                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.662046                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 100747.498038                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 103611.077384                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 103121.451819                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 100747.498038                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 103611.077384                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 103121.451819                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            1553                       # number of writebacks (Count)
system.l2cache.writebacks::total                 1553                       # number of writebacks (Count)
system.l2cache.demandMshrMisses::cpu.inst         2548                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data        12354                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total          14902                       # number of demand (read+write) MSHR misses (Count)
