
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003276                       # Number of seconds simulated (Second)
simTicks                                   3276183125                       # Number of ticks simulated (Tick)
finalTick                                  3276183125                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     12.76                       # Real time elapsed on the host (Second)
hostTickRate                                256710969                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8627140                       # Number of bytes of host memory used (Byte)
simInsts                                      6981262                       # Number of instructions simulated (Count)
simOps                                       11192971                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   547027                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     877041                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          5241894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.750852                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.331821                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        12121248                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    17360                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       11840979                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3618                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               945631                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1646354                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1034                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             5018756                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.359345                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.186319                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMisses::total            5000                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         5000                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           5000                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    361207999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    361207999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    361207999                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    361207999                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      1014874                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       1014874                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      1014874                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      1014874                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.004927                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.004927                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.004927                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.004927                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 72241.599800                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 72241.599800                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 72241.599800                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 72241.599800                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          465                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           10                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      46.500000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          883                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           883                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          883                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          883                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         4117                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         4117                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         4117                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         4117                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    292696999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    292696999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    292696999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    292696999                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.004057                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.004057                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.004057                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.004057                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 71094.728929                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 71094.728929                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 71094.728929                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 71094.728929                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   3849                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      1009874                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         1009874                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         5000                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          5000                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    361207999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    361207999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      1014874                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      1014874                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.004927                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.004927                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 72241.599800                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 72241.599800                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          883                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          883                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         4117                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         4117                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    292696999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    292696999                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.004057                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.004057                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 71094.728929                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 71094.728929                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   3276183125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           253.913236                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               539244                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               3860                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             139.700518                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick              108000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   253.913236                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.991849                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.991849                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           99                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1           90                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3           67                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            2033864                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           2033864                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   3276183125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                     19984                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     829000                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                    27378                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               12138608                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  815                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  2411446                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 1331813                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  6254                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      8598                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    14922                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           8215                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect           9133                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         9161                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                18294                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 11776961                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                11763955                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   8266347                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  12704475                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.244218                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.650664                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          10000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     1128144                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  155974                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  151                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                8215                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  83581                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   25                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    779                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            2255472                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.994618                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            20.161298                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                2216313     98.26%     98.26% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  383      0.02%     98.28% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                  545      0.02%     98.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  602      0.03%     98.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 5849      0.26%     98.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  279      0.01%     98.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  252      0.01%     98.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  124      0.01%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  132      0.01%     98.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  160      0.01%     98.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                788      0.03%     98.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               1104      0.05%     98.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129               1000      0.04%     98.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1120      0.05%     98.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149               3913      0.17%     98.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              11911      0.53%     99.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                906      0.04%     99.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179               3731      0.17%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                816      0.04%     99.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               3210      0.14%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               1301      0.06%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                115      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 25      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 26      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 16      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 36      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 49      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 64      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 11      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 24      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              667      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              626                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              2255472                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                 2360968                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 1299170                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      3410                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       374                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   3276183125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 1015521                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       975                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   3276183125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   3276183125                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  19984                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                   958405                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1154730                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          11617                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   1446492                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               1427528                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               12283492                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                 20216                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 283173                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  71643                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                 848588                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             536                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            19132842                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    39454992                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 14648256                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    551846                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              17311413                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  1821420                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     770                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 758                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   3398059                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         16205950                       # The number of ROB reads (Count)
system.cpu.rob.writes                        24402734                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  6981262                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   11192971                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    69                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       625                       # Clock period in ticks (Tick)
system.cpu_clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp                17726                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           4595                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              24426                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                 11                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                11                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                2855                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               2855                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           17727                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        12068                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        48393                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    60461                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       262528                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1253888                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1516416                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              9745                       # Total snoops (Count)
system.l2bus.snoopTraffic                       94848                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               30324                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.017643                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.131902                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     29790     98.24%     98.24% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       533      1.76%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         1      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 2                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 30324                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   3276183125                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             63553875                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy            12365493                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            49417988                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           39883                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        19296                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           61                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               467                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          466                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            1                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              1628                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              5165                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 6793                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             1628                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             5165                       # number of overall hits (Count)
system.l2cache.overallHits::total                6793                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2475                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           11300                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              13775                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2475                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          11300                       # number of overall misses (Count)
system.l2cache.overallMisses::total             13775                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    246955625                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data   1179897500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total    1426853125                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    246955625                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data   1179897500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total   1426853125                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          4103                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         16465                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            20568                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         4103                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        16465                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           20568                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.603217                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.686304                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.669730                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.603217                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.686304                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.669730                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 99780.050505                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 104415.707965                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 103582.803993                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 99780.050505                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 104415.707965                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 103582.803993                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            1468                       # number of writebacks (Count)
system.l2cache.writebacks::total                 1468                       # number of writebacks (Count)
